"a","b","g","u","b1","b2","b3","b4","n_value","tinfo_gain","item"
1.42543225837666,NA,NA,NA,-4.20863834253919,-2.36274785599049,1.30475115093188,4.09239070447659,3000,694.76603801945,"SC6a"
2.05023277894047,NA,NA,NA,0.972498943185353,1.28495054268411,1.76912804461097,4.24818462506924,3000,1087.6974957925,"SC6b"
1.58191312754449,NA,NA,NA,0.408774000879456,1.24649003752812,4.02816341824501,NA,3000,988.679547594002,"SC6d"
0.85343661093472,NA,NA,NA,-7.90441394062738,-4.51726762388184,1.66252120321458,5.55439898540521,3000,255.319840866301,"SC7a"
1.18509500102008,NA,NA,NA,1.42346976221581,2.26334381372455,3.08672259366724,5.39183706077003,3000,401.752463883615,"SC7b"
0.931542665148034,NA,NA,NA,-3.14480121031151,2.49056499909059,5.1157350295709,9.08957276381637,3000,253.425786274696,"SC7d"
0.459214686532356,NA,NA,NA,-17.6540869691016,-5.04810083966196,4.82643017070754,10.83463251409,3000,68.2429977482934,"SC8a"
1.23450713466223,NA,NA,NA,2.21804111691502,2.98154846950449,4.55550254031235,5.05611151616206,3000,238.105106496194,"SC8b"
0.4694298585452,NA,NA,NA,-6.62359163298277,7.59203451836286,12.6160958132379,NA,3000,31.0500972684786,"SC8d"
0.806713913004213,NA,NA,NA,-8.0871667755658,-3.8364539460585,3.00471379961872,7.24330346530497,3000,166.767245561168,"SC9a"
1.57072227904389,NA,NA,NA,1.2127281834061,2.07743761234025,3.31944128109443,5.10561418820129,3000,647.04690960157,"SC9b"
0.65512769519466,NA,NA,NA,-4.08501113467929,4.48268293325381,7.75196797853452,10.4500130293818,3000,98.7480265216,"SC9d"
2.10260143882382,NA,NA,NA,-1.75611439573988,0.151021955111263,0.717205166342577,1.76402895412417,3000,2219.74987574895,"SC10a"
2.14628709196226,NA,NA,NA,0.335445706946096,1.41838802071307,1.55970753444373,1.74617511158347,3000,1674.5918849396,"SC10b"
2.33848383186527,NA,NA,NA,-0.0330399985123775,0.880200634501355,1.62662840689794,4.4953778573519,3000,2311.46702117955,"SC10d"
0.714521247288237,NA,NA,NA,1.61516544078401,4.12566918448327,NA,NA,3000,185.935049706473,"SC11a"
0.8108832392427,NA,NA,NA,2.58940306683454,3.65996257404787,4.14660444255562,7.87133320006529,3000,141.374399550765,"SC11b"
0.344425801682126,NA,NA,NA,-6.41180241805097,4.98754352454695,9.18484576091494,14.8647967481484,3000,46.6333042522783,"SC11d"
0.170952452735183,NA,NA,NA,-36.4199056289762,-16.663745408497,10.6541401944432,24.70547975198,3000,9.29486122210437,"SC12a"
0.581196554717291,NA,NA,NA,5.05017154735825,6.16969412618466,7.42082327644674,9.29897412725464,3000,35.7712466308221,"SC12b"
-1239.10541889475,NA,NA,NA,2.01795758137066,-2.90207985382986,NA,NA,3000,1279063.50977526,"SC12c"
0.269101409255292,NA,NA,NA,-11.6752705084871,13.6396924805688,17.8927265898362,27.293078433955,2999,9.19743763923543,"SC12d"
