"","group","item","class","name","parnum","value","lbound","ubound","est","prior.type","prior_1","prior_2"
"48","all","q12p","graded","d2",48,-1.65022471537941,-Inf,Inf,FALSE,"none",NA,NA
"49","all","q13p","graded","a1",49,0.845788920848126,-Inf,Inf,FALSE,"none",NA,NA
"50","all","q13p","graded","a2",50,0,-Inf,Inf,FALSE,"none",NA,NA
"51","all","q13p","graded","d1",51,0.0833860921258308,-Inf,Inf,FALSE,"none",NA,NA
"52","all","q13p","graded","d2",52,-1.84153625334349,-Inf,Inf,FALSE,"none",NA,NA
"53","all","q14p","graded","a1",53,2.28349751931174,-Inf,Inf,FALSE,"none",NA,NA
"54","all","q14p","graded","a2",54,0,-Inf,Inf,FALSE,"none",NA,NA
"55","all","q14p","graded","d1",55,-0.109522056379746,-Inf,Inf,FALSE,"none",NA,NA
"56","all","q14p","graded","d2",56,-2.57969852355338,-Inf,Inf,FALSE,"none",NA,NA
"57","all","q15p","graded","a1",57,2.28895048045211,-Inf,Inf,FALSE,"none",NA,NA
"58","all","q15p","graded","a2",58,0,-Inf,Inf,FALSE,"none",NA,NA
"59","all","q15p","graded","d1",59,-1.37346069279997,-Inf,Inf,FALSE,"none",NA,NA
"60","all","q15p","graded","d2",60,-4.09244744027925,-Inf,Inf,FALSE,"none",NA,NA
"61","all","q17p","graded","a1",61,0.927392606501866,-Inf,Inf,FALSE,"none",NA,NA
"62","all","q17p","graded","a2",62,0,-Inf,Inf,FALSE,"none",NA,NA
"63","all","q17p","graded","d1",63,-0.53974219131023,-Inf,Inf,FALSE,"none",NA,NA
"64","all","q17p","graded","d2",64,-1.65735083235645,-Inf,Inf,FALSE,"none",NA,NA
"65","all","q18p","graded","a1",65,2.43063015619387,-Inf,Inf,FALSE,"none",NA,NA
"66","all","q18p","graded","a2",66,0,-Inf,Inf,FALSE,"none",NA,NA
"67","all","q18p","graded","d1",67,-0.312766384871196,-Inf,Inf,FALSE,"none",NA,NA
"68","all","q18p","graded","d2",68,-2.69500438920189,-Inf,Inf,FALSE,"none",NA,NA
"69","all","q19p","graded","a1",69,2.83264353221405,-Inf,Inf,FALSE,"none",NA,NA
"70","all","q19p","graded","a2",70,0,-Inf,Inf,FALSE,"none",NA,NA
"71","all","q19p","graded","d1",71,-0.809258582338073,-Inf,Inf,FALSE,"none",NA,NA
"72","all","q19p","graded","d2",72,-3.48765120283757,-Inf,Inf,FALSE,"none",NA,NA
"73","all","q20p","graded","a1",73,2.14907874479402,-Inf,Inf,FALSE,"none",NA,NA
"74","all","q20p","graded","a2",74,0,-Inf,Inf,FALSE,"none",NA,NA
"75","all","q20p","graded","d1",75,-2.2575488631932,-Inf,Inf,FALSE,"none",NA,NA
"76","all","q20p","graded","d2",76,-4.49430241159459,-Inf,Inf,FALSE,"none",NA,NA
"77","all","GPT1ic","graded","a1",77,0.605122115366483,-Inf,Inf,TRUE,"none",NA,NA
"78","all","GPT1ic","graded","a2",78,2.88423066229144,-Inf,Inf,TRUE,"none",NA,NA
"79","all","GPT1ic","graded","d1",79,-1.13608763022571,-Inf,Inf,TRUE,"none",NA,NA
"80","all","GPT1ic","graded","d2",80,-4.01119222594208,-Inf,Inf,TRUE,"none",NA,NA
"81","all","GPT1ic","graded","d3",81,-6.09289170633043,-Inf,Inf,TRUE,"none",NA,NA
"82","all","GPT1ic","graded","d4",82,-8.10221355336785,-Inf,Inf,TRUE,"none",NA,NA
"83","all","GPT2ic","graded","a1",83,0.710919438090536,-Inf,Inf,TRUE,"none",NA,NA
"84","all","GPT2ic","graded","a2",84,3.44895219887335,-Inf,Inf,TRUE,"none",NA,NA
"85","all","GPT2ic","graded","d1",85,4.26764801709634,-Inf,Inf,TRUE,"none",NA,NA
"86","all","GPT2ic","graded","d2",86,-0.69853021811393,-Inf,Inf,TRUE,"none",NA,NA
"87","all","GPT2ic","graded","d3",87,-4.61440160177268,-Inf,Inf,TRUE,"none",NA,NA
"88","all","GPT2ic","graded","d4",88,-10.1799148198961,-Inf,Inf,TRUE,"none",NA,NA
"89","all","GPT3ic","graded","a1",89,0.68416761388209,-Inf,Inf,TRUE,"none",NA,NA
"90","all","GPT3ic","graded","a2",90,4.86210938947508,-Inf,Inf,TRUE,"none",NA,NA
"91","all","GPT3ic","graded","d1",91,4.34704954402261,-Inf,Inf,TRUE,"none",NA,NA
"92","all","GPT3ic","graded","d2",92,-0.793365584165084,-Inf,Inf,TRUE,"none",NA,NA
"93","all","GPT3ic","graded","d3",93,-4.44927409699198,-Inf,Inf,TRUE,"none",NA,NA
"94","all","GPT3ic","graded","d4",94,-11.5181807223695,-Inf,Inf,TRUE,"none",NA,NA
"95","all","GPT4ic","graded","a1",95,0.88262411221862,-Inf,Inf,TRUE,"none",NA,NA
"96","all","GPT4ic","graded","a2",96,6.06192964068302,-Inf,Inf,TRUE,"none",NA,NA
"97","all","GPT4ic","graded","d1",97,-3.68716545329546,-Inf,Inf,TRUE,"none",NA,NA
"98","all","GPT4ic","graded","d2",98,-10.4653441869404,-Inf,Inf,TRUE,"none",NA,NA
"99","all","GPT4ic","graded","d3",99,-18.1482667377581,-Inf,Inf,TRUE,"none",NA,NA
"100","all","GPT5ic","graded","a1",100,0.828918428365431,-Inf,Inf,TRUE,"none",NA,NA
"101","all","GPT5ic","graded","a2",101,5.92559611436726,-Inf,Inf,TRUE,"none",NA,NA
"102","all","GPT5ic","graded","d1",102,12.6079210245033,-Inf,Inf,TRUE,"none",NA,NA
"103","all","GPT5ic","graded","d2",103,5.58408027541296,-Inf,Inf,TRUE,"none",NA,NA
"104","all","GPT5ic","graded","d3",104,-0.64856655352474,-Inf,Inf,TRUE,"none",NA,NA
"105","all","GPT5ic","graded","d4",105,-6.07694369153744,-Inf,Inf,TRUE,"none",NA,NA
"106","all","GPT6ic","graded","a1",106,0.689614502488475,-Inf,Inf,TRUE,"none",NA,NA
"107","all","GPT6ic","graded","a2",107,4.54259926822148,-Inf,Inf,TRUE,"none",NA,NA
"108","all","GPT6ic","graded","d1",108,3.52719736434549,-Inf,Inf,TRUE,"none",NA,NA
"109","all","GPT6ic","graded","d2",109,-1.17906923733533,-Inf,Inf,TRUE,"none",NA,NA
"110","all","GPT6ic","graded","d3",110,-4.24354236590607,-Inf,Inf,TRUE,"none",NA,NA
"111","all","GPT6ic","graded","d4",111,-7.99614081328577,-Inf,Inf,TRUE,"none",NA,NA
"112","all","GPT7ic","graded","a1",112,0.800233667084187,-Inf,Inf,TRUE,"none",NA,NA
"113","all","GPT7ic","graded","a2",113,4.6555309723209,-Inf,Inf,TRUE,"none",NA,NA
"114","all","GPT7ic","graded","d1",114,3.41288460677285,-Inf,Inf,TRUE,"none",NA,NA
"115","all","GPT7ic","graded","d2",115,-0.945361207768098,-Inf,Inf,TRUE,"none",NA,NA
"116","all","GPT7ic","graded","d3",116,-5.50043531762443,-Inf,Inf,TRUE,"none",NA,NA
"117","all","GPT7ic","graded","d4",117,-11.8719239820092,-Inf,Inf,TRUE,"none",NA,NA
"118","all","GPT8ic","graded","a1",118,0.842612664116418,-Inf,Inf,TRUE,"none",NA,NA
"119","all","GPT8ic","graded","a2",119,4.73225820755153,-Inf,Inf,TRUE,"none",NA,NA
"120","all","GPT8ic","graded","d1",120,1.58865790159438,-Inf,Inf,TRUE,"none",NA,NA
"121","all","GPT8ic","graded","d2",121,-3.94094732544647,-Inf,Inf,TRUE,"none",NA,NA
"122","all","GPT8ic","graded","d3",122,-9.70120812430543,-Inf,Inf,TRUE,"none",NA,NA
"123","all","GPT9ic","graded","a1",123,0.834634609724912,-Inf,Inf,TRUE,"none",NA,NA
"124","all","GPT9ic","graded","a2",124,3.29977977453404,-Inf,Inf,TRUE,"none",NA,NA
"125","all","GPT9ic","graded","d1",125,-0.0835476860205213,-Inf,Inf,TRUE,"none",NA,NA
"126","all","GPT9ic","graded","d2",126,-3.65008976095817,-Inf,Inf,TRUE,"none",NA,NA
"127","all","GPT9ic","graded","d3",127,-6.1567156798868,-Inf,Inf,TRUE,"none",NA,NA
"128","all","GPT9ic","graded","d4",128,-9.95753734048812,-Inf,Inf,TRUE,"none",NA,NA
"129","all","GPT10ic","graded","a1",129,1.33162588877412,-Inf,Inf,TRUE,"none",NA,NA
"130","all","GPT10ic","graded","a2",130,8.12734846360479,-Inf,Inf,TRUE,"none",NA,NA
"131","all","GPT10ic","graded","d1",131,1.74249747281649,-Inf,Inf,TRUE,"none",NA,NA
"132","all","GPT10ic","graded","d2",132,-4.53560214534683,-Inf,Inf,TRUE,"none",NA,NA
"133","all","GPT10ic","graded","d3",133,-9.59364355412885,-Inf,Inf,TRUE,"none",NA,NA
"134","all","GPT10ic","graded","d4",134,-17.6370875636342,-Inf,Inf,TRUE,"none",NA,NA
"135","all","GROUP","GroupPars","MEAN_1",135,0,-Inf,Inf,FALSE,"none",NA,NA
"136","all","GROUP","GroupPars","MEAN_2",136,0,-Inf,Inf,FALSE,"none",NA,NA
"137","all","GROUP","GroupPars","COV_11",137,1,1e-04,Inf,FALSE,"none",NA,NA
"138","all","GROUP","GroupPars","COV_21",138,0,-Inf,Inf,FALSE,"none",NA,NA
"139","all","GROUP","GroupPars","COV_22",139,1,1e-04,Inf,FALSE,"none",NA,NA
