"q1p","q2p","q3p","q4p","q5p","q6p","q7p","q8p","q9p","q10p","q11p","q12p","q13p","q14p","q15p","q17p","q18p","q19p","q20p","ID","true_theta","theta_hat"
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,112,-1.79976953415267,-1.27632974444581
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,-1.79402907010833,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,-1.78916998758509,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,-1.7883647313549,-1.38408609700712
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,116,-1.78804969050178,-1.27632974444581
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,-1.78546077769912,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,120,-1.77518763612892,-1.07078812349621
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,-1.77291655321715,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,-1.77020903506854,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,-1.76237253776602,-1.38408609700712
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,-1.76049143495578,-0.845346507697311
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,126,-1.75441351638141,-1.1816763339748
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,-1.74997193618706,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,-1.74203912992127,-1.38408609700712
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,129,-1.74142803302968,-0.878631606779245
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,-1.73880900835085,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,131,-1.73662860776618,-1.0454056232413
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,132,-1.73473171478555,-1.07078812349621
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,133,-1.73361776063257,-1.1816763339748
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,134,-1.73325304278494,-1.1816763339748
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,-1.73036970498134,-1.38408609700712
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,-1.71977914626507,-0.845346507697311
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,-1.71929952058614,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,-1.71889413461721,-1.38408609700712
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,-1.71508522878465,-0.845346507697311
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,-1.71449381132883,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,-1.71415274161034,-1.38408609700712
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,144,-1.71169368972683,-0.807065649830495
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,-1.70244385852524,-1.38408609700712
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,148,-1.6999047280195,-0.965976368753949
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,149,-1.69189948359028,-1.07078812349621
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,150,-1.68705637773153,-0.989326073258636
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,-1.68615352598161,-1.38408609700712
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,152,-1.68167728416886,-0.7107856827243
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,153,-1.67690690231433,-1.1816763339748
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,154,-1.6766507885045,-1.09113001426634
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,-1.67152126786644,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,158,-1.6692855457937,-1.1816763339748
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,159,-1.66697565658957,-0.965976368753949
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,-1.66458306142167,-0.845346507697311
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,162,-1.65847147155507,-0.73864493198207
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,-1.65824544025124,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,166,-1.65391632071928,-1.0454056232413
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,-1.65291281759483,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,-1.64980967568598,-1.38408609700712
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,169,-1.64841534077821,-0.627626449441892
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,-1.64462734302727,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,-1.63851829805206,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,-1.63849456057941,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,-1.62874164340155,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,-1.62064753526343,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,180,-1.61917239469187,-1.0454056232413
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,181,-1.61858912463766,-1.1816763339748
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,-1.61502277861058,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,183,-1.61076556625529,-0.614386577859049
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,-1.59997627825429,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,186,-1.59189303177159,-1.0454056232413
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,-1.59165472915623,-1.38408609700712
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,190,-1.57997540991155,-0.731714830266428
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,191,-1.57578938869559,-0.807065649830495
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,-1.57203144053328,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,-1.56464944738419,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,-1.56367391142667,-1.38408609700712
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,199,-1.56118205110427,-0.399046992746592
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,-1.55826799136536,-1.38408609700712
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,201,-1.55482384178662,-1.27632974444581
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,202,-1.54834288117233,-0.648502267930678
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,-1.54066608620218,-0.9674941998325
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,204,-1.53879588820119,-0.679291882162733
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,-1.53771874963928,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,-1.53717881501493,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,-1.53633622220698,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,-1.5348685714388,-1.38408609700712
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,210,-1.52532634463123,-1.27632974444581
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,213,-1.51404308080105,-0.524593139996512
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,-1.50771387893685,-1.38408609700712
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,216,-1.50179600410651,-0.496715434931057
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,-1.49842521088155,-1.38408609700712
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,-1.49274199795995,-0.9674941998325
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,-1.4920775876695,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,221,-1.49050625781659,-1.0454056232413
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,222,-1.47836906847547,-0.965976368753949
0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,224,-1.4753317395088,-0.75268346047468
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,225,-1.4739933801201,-1.0454056232413
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,228,-1.46531317989989,-0.708244048095665
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,-1.46488381653273,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,-1.46407623467436,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,-1.46129485642067,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,-1.45964514244229,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,234,-1.45614812608971,-1.1816763339748
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,-1.4536931048241,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,-1.45356348751494,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,-1.45308310301359,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,238,-1.45183087615551,-0.73864493198207
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,239,-1.44902140080069,-1.07078812349621
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,-1.44755542505911,-0.941813004725468
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,-1.44659271831921,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,243,-1.44470663601139,-1.0454056232413
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,-1.44454375673459,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,245,-1.4393558251109,-1.1816763339748
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,247,-1.43445572960894,-0.847782439252877
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,248,-1.43443711633767,-1.27632974444581
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,249,-1.43414416464757,-1.0454056232413
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,250,-1.42610058626582,-1.27632974444581
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,-1.42261707472783,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,-1.41623887654893,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,253,-1.41606841416059,-1.1816763339748
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,254,-1.41555800330348,-0.950653377130039
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,257,-1.41433955328519,-0.566285253617308
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,258,-1.4064782215197,-0.950653377130039
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,-1.40475167335596,-1.38408609700712
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,260,-1.40400679875719,-0.965976368753949
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,262,-1.39962918108454,-0.745634565437767
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,-1.39959141486374,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,264,-1.39919593758964,-1.0454056232413
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,266,-1.38785432221299,-1.0454056232413
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,268,-1.38565450531785,-0.723052710621628
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,-1.38154661280121,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,-1.37820386634195,-1.38408609700712
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,271,-1.37796060165324,-0.723916822869933
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,273,-1.37380882981448,-0.604487855272836
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,280,-1.35387482949121,-1.1816763339748
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,-1.35296551730618,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,282,-1.35275401239092,-1.1816763339748
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,284,-1.34670888298005,-0.950653377130039
0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,286,-1.34203499278707,-0.466950130082258
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,287,-1.34157785933363,-0.648502267930678
0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,288,-1.34101331283987,-0.49155116728005
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,289,-1.34087437894017,-1.0454056232413
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,290,-1.33751182232091,-0.950653377130039
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,291,-1.33659827871437,-0.950653377130039
0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,294,-1.3331779481533,-0.665548855137938
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,296,-1.33136600692826,-0.679291882162733
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,300,-1.32646482253668,-1.27632974444581
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,302,-1.32362912386736,-1.27632974444581
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,304,-1.32135129158511,-0.396788297492174
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,-1.3183075439939,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,-1.3133064754734,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,308,-1.30931326143998,-1.0454056232413
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,309,-1.30682216141016,-1.0454056232413
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,-1.30679393296816,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,-1.30608721340002,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,313,-1.30221885831247,-1.0454056232413
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,-1.30185201316502,-1.38408609700712
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,315,-1.30093305009204,-0.7107856827243
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,-1.30065568583438,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,317,-1.30055577203267,-0.89565909797438
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,320,-1.29716627151557,-1.07078812349621
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,-1.29431895795742,-0.769596779534891
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,323,-1.29380903437669,-1.0454056232413
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,324,-1.28803905194029,-1.27632974444581
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,-1.28597788318999,-0.941813004725468
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,326,-1.28534939642677,-1.0454056232413
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,327,-1.28354294388769,-0.679291882162733
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,329,-1.28058965568587,-0.7107856827243
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,330,-1.27978411087667,-1.1816763339748
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,331,-1.27885703997489,-0.48380356655083
0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,332,-1.27571159554543,-0.533705332047602
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,334,-1.26636729726076,-0.472827346706636
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,-1.26460113897954,-1.38408609700712
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,336,-1.26334411226089,-1.27632974444581
